Geneid 	 Lymph_1 	 Lymph_2 	 Myelo_1 	 Myelo_2
LINC02399 	 0 	 0 	 1 	 0
LOC105369892 	 0 	 0 	 0 	 0
LINC02392 	 0 	 0 	 0 	 0
LOC124902982 	 0 	 0 	 0 	 0
LINC02822 	 0 	 1 	 0 	 0
LOC105369895 	 0 	 0 	 0 	 0
LOC124903074 	 0 	 0 	 0 	 0
LINC00615 	 0 	 0 	 0 	 0
CCER1 	 0 	 0 	 0 	 0
EPYC 	 0 	 0 	 0 	 0
KERA 	 0 	 0 	 0 	 0
LUM 	 83 	 116 	 2 	 78
DCN 	 109 	 110 	 1 	 40
LOC124903075 	 0 	 0 	 0 	 0
LOC105369896 	 0 	 0 	 0 	 1
LOC107984544 	 0 	 0 	 0 	 0
LINC02823 	 0 	 1 	 0 	 0
LINC02404 	 0 	 0 	 0 	 0
LOC105369901 	 1 	 0 	 2 	 0
LINC01619 	 4 	 3 	 19 	 4
BTG1 	 1537 	 2367 	 2004 	 1431
BTG1-DT 	 9 	 11 	 11 	 8
LINC02391 	 5 	 4 	 1 	 1
LOC105369902 	 0 	 0 	 0 	 0
LOC107984467 	 0 	 0 	 0 	 0
CLLU1-AS1 	 0 	 0 	 0 	 0
CLLU1 	 0 	 0 	 0 	 0
LINC02397 	 6 	 5 	 45 	 22
LOC105369904 	 4 	 0 	 5 	 1
LOC105369905 	 1 	 1 	 2 	 2
LOC124902983 	 0 	 0 	 0 	 0
PLEKHG7 	 2 	 0 	 5 	 5
EEA1 	 501 	 644 	 781 	 774
LOC124902984 	 0 	 0 	 0 	 1
LINC02413 	 0 	 9 	 4 	 1
LOC643339 	 4 	 2 	 0 	 4
LOC105369907 	 0 	 1 	 1 	 2
LOC105369908 	 0 	 5 	 0 	 0
LINC02412 	 2 	 2 	 0 	 1
LOC124903102 	 0 	 0 	 0 	 0
LOC124900325 	 0 	 0 	 0 	 0
LOC124903116 	 0 	 0 	 0 	 0
NUDT4 	 644 	 1174 	 272 	 375
UBE2N 	 978 	 1121 	 612 	 800
MRPL42 	 610 	 639 	 402 	 506
LOC124902985 	 48 	 123 	 14 	 43
SOCS2-AS1 	 278 	 379 	 72 	 123
SOCS2 	 3560 	 4145 	 1470 	 2397
CRADD 	 523 	 340 	 137 	 114
CRADD-AS1 	 27 	 12 	 1 	 2
LOC105369911 	 35 	 30 	 4 	 6
LOC105369912 	 0 	 0 	 0 	 0
LOC105369913 	 0 	 3 	 0 	 0
LOC124902986 	 2 	 28 	 1 	 5
PLXNC1 	 431 	 294 	 2689 	 2320
LOC124902988 	 2 	 0 	 0 	 3
LOC124902987 	 0 	 2 	 8 	 3
CEP83 	 223 	 311 	 237 	 324
CEP83-DT 	 28 	 12 	 13 	 10
LOC102724960 	 0 	 0 	 0 	 0
MIR5700 	 0 	 0 	 0 	 0
TMCC3 	 71 	 48 	 594 	 117
MIR7844 	 0 	 0 	 0 	 0
LOC105369914 	 0 	 17 	 32 	 1
LOC124902989 	 1 	 1 	 3 	 1
MIR492 	 0 	 0 	 0 	 0
KRT19P2 	 0 	 0 	 0 	 0
LOC105369915 	 0 	 0 	 2 	 0
NDUFA12 	 61 	 47 	 55 	 62
NR2C1 	 442 	 419 	 329 	 442
FGD6 	 199 	 190 	 142 	 327
VEZT 	 748 	 782 	 569 	 658
MIR331 	 3 	 3 	 2 	 2
MIR3685 	 9 	 18 	 1 	 2
LOC105369917 	 0 	 1 	 0 	 0
LOC107984545 	 0 	 1 	 0 	 0
METAP2 	 788 	 960 	 532 	 794
USP44 	 5 	 7 	 6 	 3
PGAM1P5 	 0 	 1 	 0 	 0
NTN4 	 11 	 14 	 1 	 7
LOC105369919 	 0 	 0 	 0 	 0
SNRPF-DT 	 0 	 0 	 0 	 0
LINC02410 	 0 	 0 	 0 	 0
SNRPF 	 153 	 174 	 87 	 142
CCDC38 	 5 	 12 	 2 	 5
AMDHD1 	 0 	 1 	 66 	 13
HAL 	 20 	 34 	 719 	 218
LOC102723340 	 69 	 155 	 417 	 139
LTA4H 	 547 	 763 	 1219 	 953
TRD-GTC2-8 	 0 	 0 	 0 	 0
LOC124902990 	 0 	 0 	 0 	 1
LOC105369923 	 31 	 25 	 1 	 4
LINC02452 	 1 	 4 	 0 	 0
ELK3 	 3611 	 2618 	 1333 	 1801
LOC124902991 	 20 	 14 	 6 	 7
CDK17 	 486 	 506 	 587 	 531
CFAP54 	 2 	 4 	 3 	 2
NEDD1 	 427 	 486 	 502 	 426
LOC124902992 	 0 	 0 	 0 	 0
LOC124902993 	 0 	 0 	 0 	 0
LOC105369928 	 0 	 0 	 0 	 1
LOC105369927 	 0 	 0 	 0 	 0
LOC101928912 	 0 	 0 	 0 	 0
LOC105369930 	 0 	 0 	 0 	 0
LINC02409 	 0 	 0 	 0 	 0
RMST 	 0 	 2 	 0 	 0
MIR1251 	 0 	 0 	 0 	 0
MIR135A2 	 0 	 0 	 0 	 0
PAFAH1B2P2 	 0 	 0 	 0 	 0
MIR4495 	 0 	 0 	 0 	 0
MIR4303 	 0 	 0 	 0 	 0
LOC105369932 	 1 	 0 	 0 	 1
LOC105369933 	 1 	 0 	 0 	 1
SLC9A7P1 	 7 	 8 	 138 	 90
LOC124902994 	 0 	 1 	 1 	 0
LINC02453 	 9 	 3 	 7 	 5
TRD-GTC1-1 	 0 	 0 	 0 	 0
TRW-CCA4-1 	 0 	 0 	 0 	 0
TMPO-AS1 	 342 	 182 	 74 	 120
TMPO 	 4167 	 2865 	 2135 	 2717
SLC25A3 	 1401 	 1410 	 985 	 1400
SNORA53 	 8 	 11 	 2 	 8
IKBIP 	 398 	 215 	 326 	 240
APAF1 	 935 	 861 	 2709 	 1800
ANKS1B 	 9 	 2 	 0 	 1
LOC101928937 	 1 	 0 	 0 	 0
GARIN6 	 0 	 0 	 0 	 0
UHRF1BP1L 	 200 	 314 	 718 	 736
GOLGA2P5 	 695 	 141 	 134 	 90
MIR1827 	 0 	 0 	 0 	 0
ACTR6 	 220 	 288 	 143 	 200
DEPDC4 	 24 	 107 	 52 	 47
SCYL2 	 648 	 728 	 1223 	 949
SLC17A8 	 0 	 0 	 0 	 1
LOC124903108 	 0 	 0 	 0 	 0
NR1H4 	 0 	 0 	 0 	 0
GAS2L3 	 349 	 114 	 26 	 10
ANO4 	 0 	 0 	 0 	 0
SLC5A8 	 0 	 0 	 0 	 0
UTP20 	 602 	 446 	 298 	 559
LOC124903119 	 0 	 0 	 0 	 0
ARL1 	 503 	 412 	 263 	 393
SPIC 	 11 	 3 	 1 	 2
LOC105369935 	 1 	 0 	 0 	 0
MYBPC1 	 0 	 0 	 3 	 0
LOC105369938 	 0 	 0 	 0 	 0
LOC105369937 	 0 	 0 	 0 	 0
LOC124902996 	 0 	 0 	 0 	 0
CHPT1 	 287 	 377 	 356 	 309
SYCP3 	 6 	 22 	 13 	 11
LOC124902997 	 14 	 6 	 12 	 8
GNPTAB 	 978 	 2451 	 1523 	 2807
LOC124903105 	 0 	 2 	 0 	 5
DRAM1 	 593 	 314 	 620 	 680
LOC107984548 	 0 	 0 	 1 	 0
WASHC3 	 92 	 118 	 97 	 93
NUP37 	 134 	 143 	 144 	 153
PARPBP 	 146 	 183 	 113 	 132
PMCH 	 0 	 1 	 0 	 1
LOC124902998 	 15 	 32 	 11 	 14
LINC02456 	 0 	 1 	 9 	 0
IGF1 	 22 	 27 	 3 	 7
LINC00485 	 0 	 0 	 0 	 0
PAH 	 0 	 0 	 0 	 0
LOC124902999 	 0 	 0 	 0 	 0
LOC112267865 	 0 	 0 	 0 	 0
ASCL1 	 0 	 0 	 0 	 0
C12orf42 	 8 	 184 	 6 	 17
LOC124903096 	 0 	 0 	 0 	 0
C12orf42-AS1 	 0 	 0 	 0 	 0
LOC105369945 	 0 	 0 	 0 	 0
LINC02401 	 0 	 1 	 0 	 0
STAB2 	 20 	 49 	 7 	 35
LOC124900318 	 0 	 0 	 0 	 0
LOC105369946 	 0 	 0 	 0 	 0
LOC124903106 	 0 	 0 	 0 	 0
NT5DC3 	 166 	 147 	 465 	 214
LOC124903000 	 0 	 0 	 0 	 1
LOC107984433 	 3 	 6 	 4 	 0
TTC41P 	 7 	 9 	 13 	 19
LOC124903001 	 0 	 0 	 0 	 0
HSP90B1 	 2091 	 2036 	 1682 	 2205
MIR3652 	 0 	 0 	 0 	 0
C12orf73 	 100 	 72 	 48 	 73
TDG 	 605 	 408 	 559 	 610
GLT8D2 	 13 	 20 	 4 	 3
HCFC2 	 295 	 296 	 325 	 288
NFYB 	 383 	 454 	 223 	 328
LOC105369947 	 1 	 0 	 0 	 0
LINC02385 	 0 	 1 	 0 	 0
TXNRD1 	 923 	 1007 	 1496 	 1514
LOC124903002 	 0 	 0 	 1 	 0
EID3 	 20 	 10 	 14 	 19
LOC105369949 	 1 	 0 	 0 	 1
LOC124903003 	 0 	 1 	 0 	 0
CHST11 	 1039 	 1208 	 2177 	 2380
MIR3922 	 0 	 0 	 0 	 0
SLC41A2 	 6 	 5 	 53 	 25
LOC105369952 	 1 	 1 	 0 	 0
NOPCHAP1 	 288 	 264 	 147 	 353
ALDH1L2 	 18 	 43 	 29 	 40
LOC124903005 	 0 	 0 	 0 	 1
LOC414300 	 0 	 2 	 0 	 0
WASHC4 	 1707 	 2815 	 2714 	 2295
APPL2 	 423 	 654 	 452 	 364
C12orf75-AS1 	 0 	 1 	 1 	 0
C12orf75 	 38 	 74 	 166 	 62
LOC105369957 	 3 	 13 	 42 	 6
LOC105369956 	 0 	 0 	 0 	 0
LOC105369955 	 0 	 0 	 0 	 0
LOC105369958 	 1 	 2 	 2 	 1
LOC124903006 	 0 	 1 	 4 	 0
CASC18 	 0 	 1 	 0 	 0
LOC105369959 	 0 	 0 	 0 	 0
LOC107984435 	 0 	 1 	 0 	 0
LOC105369960 	 0 	 0 	 0 	 0
NUAK1 	 19 	 13 	 8 	 5
LOC124903007 	 0 	 0 	 0 	 0
CKAP4 	 1332 	 481 	 2504 	 667
LOC124903008 	 37 	 15 	 28 	 6
TCP11L2 	 463 	 713 	 611 	 533
POLR3B 	 160 	 110 	 131 	 156
LOC100287944 	 0 	 4 	 0 	 0
RFX4 	 1 	 1 	 1 	 1
LOC100505978 	 0 	 0 	 0 	 0
RIC8B 	 409 	 346 	 284 	 265
LOC105369961 	 2 	 3 	 1 	 2
TMEM263 	 1198 	 2239 	 333 	 560
MTERF2 	 221 	 294 	 63 	 71
CRY1 	 585 	 368 	 177 	 60
LOC124903009 	 0 	 0 	 0 	 0
BTBD11 	 130 	 241 	 320 	 244
LOC124900324 	 0 	 0 	 0 	 0
PWP1 	 497 	 534 	 363 	 478
LOC124903010 	 0 	 0 	 0 	 0
PRDM4 	 409 	 493 	 676 	 669
PRDM4-AS1 	 6 	 11 	 8 	 9
ASCL4 	 0 	 1 	 0 	 0
LOC105369963 	 0 	 0 	 0 	 0
LOC728739 	 1 	 1 	 0 	 2
LOC105369964 	 0 	 0 	 0 	 0
WSCD2 	 0 	 0 	 0 	 0
LOC124903076 	 0 	 0 	 0 	 0
LOC105369965 	 0 	 0 	 0 	 0
LOC124903077 	 0 	 0 	 0 	 0
LOC124903078 	 0 	 0 	 0 	 0
CMKLR1 	 163 	 47 	 85 	 490
LINC01498 	 0 	 0 	 0 	 0
FICD 	 122 	 42 	 101 	 57
SART3 	 1299 	 785 	 946 	 1281
ISCU 	 464 	 384 	 389 	 473
TMEM119 	 29 	 38 	 2 	 9
SELPLG 	 354 	 151 	 2553 	 2023
LOC105369968 	 13 	 14 	 136 	 45
MIR4496 	 0 	 0 	 0 	 0
CORO1C 	 461 	 341 	 1383 	 1334
LOC105369969 	 0 	 1 	 0 	 0
LOC124900333 	 0 	 0 	 0 	 0
SSH1 	 611 	 526 	 1497 	 1582
LOC101929204 	 7 	 8 	 18 	 13
MIR619 	 0 	 1 	 0 	 0
DAO 	 0 	 0 	 0 	 0
LOC124903011 	 0 	 0 	 0 	 0
SVOP 	 0 	 0 	 0 	 0
LOC105378256 	 0 	 0 	 0 	 0
USP30 	 252 	 224 	 135 	 194
USP30-AS1 	 16 	 26 	 16 	 24
ALKBH2 	 129 	 73 	 44 	 62
UNG 	 1128 	 415 	 482 	 662
ACACB 	 455 	 102 	 117 	 249
LOC105369974 	 15 	 0 	 0 	 1
FOXN4 	 0 	 1 	 0 	 0
MYO1H 	 5 	 3 	 2 	 2
LINC01486 	 0 	 0 	 0 	 0
KCTD10 	 846 	 655 	 702 	 896
UBE3B 	 1193 	 876 	 1196 	 1122
MMAB 	 99 	 182 	 48 	 80
MVK 	 73 	 106 	 81 	 90
FAM222A 	 20 	 13 	 19 	 28
FAM222A-AS1 	 0 	 0 	 0 	 0
TRPV4 	 8 	 7 	 1 	 11
MIR4497 	 0 	 0 	 0 	 0
LOC105369975 	 2 	 4 	 5 	 6
GLTP 	 449 	 373 	 499 	 546
TCHP 	 701 	 394 	 667 	 602
LOC124903012 	 1 	 0 	 4 	 1
GIT2 	 1847 	 1521 	 2334 	 2395
LOC124903013 	 5 	 13 	 6 	 14
ANKRD13A 	 1210 	 1358 	 1783 	 1623
C12orf76 	 238 	 194 	 179 	 247
LOC105369976 	 0 	 1 	 0 	 0
IFT81 	 141 	 235 	 90 	 140
ATP2A2 	 2940 	 1956 	 1944 	 3096
LOC124903014 	 11 	 1 	 3 	 4
ANAPC7 	 1073 	 544 	 549 	 807
ARPC3 	 279 	 255 	 349 	 326
GPN3 	 239 	 202 	 257 	 338
FAM216A 	 300 	 293 	 111 	 248
LOC124903016 	 9 	 11 	 7 	 8
VPS29 	 416 	 411 	 458 	 442
LOC124903015 	 196 	 193 	 462 	 316
LOC124903099 	 0 	 0 	 0 	 0
RAD9B 	 70 	 43 	 45 	 38
PPTC7 	 596 	 951 	 1115 	 1296
TCTN1 	 51 	 65 	 66 	 78
HVCN1 	 204 	 108 	 423 	 336
LOC124903017 	 22 	 78 	 98 	 62
PPP1CC 	 1405 	 1525 	 1215 	 1529
CCDC63 	 0 	 0 	 0 	 0
MYL2 	 0 	 0 	 0 	 0
LINC01405 	 0 	 0 	 0 	 0
LINC01404 	 0 	 0 	 0 	 0
LOC105369981 	 0 	 0 	 0 	 0
CUX2 	 0 	 8 	 15 	 55
LOC124903018 	 0 	 2 	 0 	 2
LOC105369983 	 0 	 0 	 0 	 0
MIR6760 	 0 	 0 	 1 	 0
PHETA1 	 286 	 135 	 191 	 252
LINC02356 	 1 	 0 	 1 	 1
SH2B3 	 2201 	 2660 	 2584 	 2998
LOC124903019 	 200 	 1121 	 620 	 628
ATXN2 	 659 	 469 	 541 	 665
LOC124903094 	 0 	 0 	 0 	 0
ATXN2-AS 	 4 	 4 	 0 	 0
BRAP 	 456 	 339 	 360 	 455
LOC124903020 	 3 	 0 	 0 	 4
ACAD10 	 599 	 645 	 550 	 668
ALDH2 	 191 	 126 	 100 	 1052
MIR6761 	 0 	 0 	 0 	 0
MAPKAPK5-AS1 	 172 	 232 	 91 	 177
MAPKAPK5 	 753 	 715 	 399 	 587
TMEM116 	 109 	 56 	 40 	 42
ERP29 	 855 	 631 	 624 	 772
LOC124903021 	 133 	 84 	 52 	 71
NAA25 	 550 	 662 	 359 	 655
MIR3657 	 1 	 6 	 1 	 1
LOC124903022 	 4 	 10 	 0 	 2
TRAFD1 	 777 	 647 	 1253 	 1035
HECTD4 	 2626 	 3504 	 2810 	 4372
MIR6861 	 0 	 1 	 1 	 0
RPL6 	 249 	 266 	 219 	 252
PTPN11 	 1844 	 2256 	 1522 	 2159
LOC124903023 	 0 	 0 	 0 	 0
LOC124903024 	 1 	 9 	 2 	 5
RPH3A 	 6 	 5 	 6 	 26
MIR1302-1 	 0 	 0 	 0 	 0
OAS1 	 458 	 142 	 2380 	 877
OAS3 	 1936 	 2072 	 7958 	 2021
OAS2 	 1239 	 668 	 5538 	 1930
DTX1 	 396 	 237 	 53 	 72
RASAL1 	 4 	 31 	 1 	 5
CFAP73 	 2 	 15 	 0 	 1
DDX54 	 788 	 860 	 503 	 871
MIR7106 	 0 	 0 	 0 	 0
RITA1 	 355 	 195 	 115 	 273
IQCD 	 25 	 10 	 8 	 30
TPCN1 	 2093 	 384 	 586 	 2193
MIR6762 	 1 	 1 	 0 	 2
SLC8B1 	 686 	 448 	 559 	 756
LOC105369989 	 0 	 1 	 0 	 0
PLBD2 	 395 	 133 	 546 	 890
SDS 	 1 	 2 	 9 	 10
SDSL 	 85 	 9 	 27 	 90
LHX5 	 0 	 0 	 0 	 0
LHX5-AS1 	 0 	 0 	 0 	 0
LOC105369990 	 0 	 1 	 0 	 0
LOC105369991 	 0 	 1 	 0 	 0
LINC01234 	 0 	 0 	 0 	 0
RBM19 	 837 	 1006 	 611 	 932
LOC124903025 	 0 	 2 	 1 	 4
LOC105369993 	 0 	 1 	 0 	 0
LOC105369994 	 0 	 0 	 0 	 0
LOC105369995 	 0 	 0 	 0 	 0
LINC02459 	 0 	 0 	 0 	 0
TBX5 	 1 	 2 	 0 	 0
TBX5-AS1 	 0 	 0 	 0 	 0
LOC105369998 	 0 	 1 	 0 	 0
LOC124903026 	 0 	 0 	 0 	 0
TBX3 	 3 	 4 	 0 	 1
TBX3-AS1 	 0 	 0 	 0 	 0
LOC105369999 	 0 	 0 	 0 	 0
LOC124900329 	 0 	 0 	 0 	 0
LOC124903079 	 0 	 0 	 0 	 0
LOC124903080 	 0 	 0 	 0 	 0
LOC102723639 	 0 	 0 	 0 	 0
LOC124903081 	 0 	 0 	 0 	 0
LOC124903082 	 0 	 0 	 0 	 0
LOC105370003 	 0 	 0 	 0 	 0
LOC105370002 	 0 	 0 	 0 	 0
LINC02463 	 0 	 0 	 0 	 0
LOC124900323 	 0 	 0 	 0 	 0
MED13L 	 3498 	 6770 	 5578 	 5458
MIR620 	 0 	 0 	 0 	 0
LOC105370005 	 0 	 0 	 0 	 0
MIR4472-2 	 0 	 0 	 0 	 0
LOC105370007 	 1 	 0 	 0 	 2
LOC105370008 	 0 	 0 	 0 	 0
LINC02457 	 13 	 34 	 3 	 495
LINC00173 	 13 	 125 	 77 	 66
MAP1LC3B2 	 19 	 27 	 14 	 18
LOC124903028 	 24 	 162 	 41 	 112
LOC124903027 	 6 	 88 	 15 	 182
SPRING1 	 888 	 850 	 441 	 761
RNFT2 	 33 	 93 	 12 	 23
HRK 	 8 	 681 	 17 	 10
FBXW8 	 499 	 710 	 272 	 412
LOC100506551 	 6 	 12 	 9 	 6
TESC 	 62 	 87 	 223 	 152
TESC-AS1 	 0 	 0 	 0 	 0
LOC105370010 	 3 	 0 	 1 	 0
FBXO21 	 621 	 484 	 292 	 320
NOS1 	 0 	 1 	 0 	 0
KSR2 	 14 	 196 	 0 	 3
LOC105370012 	 0 	 1 	 0 	 0
LOC105370011 	 0 	 1 	 0 	 0
RFC5 	 647 	 511 	 304 	 325
WSB2 	 312 	 460 	 344 	 319
LOC124903030 	 29 	 101 	 29 	 17
VSIG10 	 1803 	 1682 	 381 	 401
LOC124903029 	 79 	 125 	 26 	 26
LOC101928274 	 47 	 71 	 22 	 34
PEBP1 	 914 	 951 	 541 	 765
TAOK3 	 672 	 724 	 1227 	 1625
LOC124903031 	 3 	 5 	 0 	 1
SUDS3 	 1127 	 977 	 796 	 1034
LINC02460 	 0 	 1 	 0 	 0
LINC02423 	 0 	 0 	 0 	 0
LINC02440 	 0 	 0 	 0 	 0
LOC105370017 	 0 	 0 	 0 	 0
LOC107984472 	 0 	 0 	 0 	 0
LINC02439 	 0 	 0 	 0 	 0
LOC105370018 	 0 	 0 	 0 	 0
LOC105370019 	 0 	 0 	 0 	 0
LOC124900328 	 0 	 0 	 0 	 0
LOC105370020 	 0 	 0 	 0 	 0
SRRM4 	 0 	 3 	 0 	 0
LOC105370022 	 0 	 0 	 0 	 0
LOC105370021 	 0 	 0 	 0 	 0
LOC112268101 	 0 	 0 	 0 	 0
LOC105370024 	 0 	 1 	 0 	 0
HSPB8 	 10 	 17 	 0 	 0
LOC107984440 	 0 	 0 	 0 	 0
LOC105370026 	 0 	 0 	 0 	 0
LOC105370025 	 0 	 0 	 0 	 0
LOC124903032 	 0 	 0 	 0 	 0
LINC00934 	 0 	 0 	 0 	 0
CCDC60 	 1 	 163 	 0 	 0
LOC105370027 	 2 	 11 	 0 	 0
TMEM233 	 4 	 1 	 0 	 2
PRKAB1 	 470 	 373 	 469 	 492
LOC124903033 	 26 	 29 	 75 	 35
CIT 	 1062 	 849 	 630 	 559
MIR1178 	 0 	 0 	 0 	 0
LOC112268087 	 0 	 0 	 0 	 0
BICDL1 	 69 	 29 	 66 	 45
LOC124903114 	 0 	 0 	 0 	 0
RAB35 	 841 	 499 	 866 	 852
GCN1 	 3169 	 2875 	 2414 	 3581
MIR4498 	 0 	 0 	 0 	 1
RPLP0 	 544 	 591 	 474 	 532
PXN-AS1 	 6 	 15 	 18 	 22
PXN 	 1011 	 665 	 2182 	 2299
LOC124903034 	 52 	 70 	 260 	 203
RNU4-2 	 0 	 0 	 0 	 0
SIRT4 	 24 	 15 	 4 	 6
RNU4-1 	 0 	 0 	 0 	 0
PLA2G1B 	 0 	 2 	 1 	 1
MSI1 	 0 	 2 	 0 	 0
COX6A1 	 107 	 114 	 96 	 92
TRIAP1 	 288 	 237 	 222 	 248
GATC 	 649 	 753 	 559 	 715
SRSF9 	 429 	 415 	 344 	 412
DYNLL1 	 613 	 381 	 273 	 392
NRAV 	 90 	 49 	 38 	 54
COQ5 	 416 	 295 	 239 	 241
RNF10 	 1794 	 1605 	 1673 	 2302
POP5 	 219 	 173 	 106 	 165
CABP1-DT 	 0 	 0 	 0 	 0
CABP1 	 5 	 0 	 1 	 19
LOC105370029 	 0 	 0 	 0 	 1
MLEC 	 2657 	 1871 	 2096 	 3699
LOC124903035 	 33 	 52 	 51 	 54
LOC124903036 	 0 	 2 	 1 	 3
UNC119B 	 991 	 1381 	 362 	 1200
MIR4700 	 0 	 0 	 0 	 0
ACADS 	 215 	 244 	 133 	 285
SPPL3 	 562 	 399 	 386 	 544
XLOC_009911 	 0 	 0 	 1 	 0
HNF1A-AS1 	 0 	 0 	 0 	 0
HNF1A 	 0 	 0 	 0 	 0
C12orf43 	 194 	 199 	 122 	 193
OASL 	 16 	 15 	 1024 	 180
LOC105378258 	 3 	 3 	 0 	 0
LOC105370031 	 9 	 2 	 2 	 0
LOC124900320 	 0 	 0 	 0 	 0
LOC105370030 	 0 	 0 	 1 	 1
LOC105370032 	 5 	 0 	 1 	 1
P2RX7 	 54 	 87 	 845 	 891
P2RX4 	 204 	 168 	 383 	 427
CAMKK2 	 1622 	 984 	 2397 	 2148
ANAPC5 	 1322 	 1214 	 925 	 1268
LOC124903037 	 1 	 0 	 1 	 0
RNF34 	 527 	 239 	 449 	 451
KDM2B 	 1999 	 1944 	 1490 	 2106
MIR7107 	 4 	 4 	 1 	 4
KDM2B-DT 	 3 	 11 	 2 	 4
ORAI1 	 1 	 0 	 0 	 0
MORN3 	 8 	 3 	 3 	 4
LOC105370034 	 5 	 18 	 14 	 7
TMEM120B 	 321 	 351 	 128 	 230
RHOF 	 45 	 50 	 74 	 44
SETD1B 	 1285 	 1508 	 1675 	 1991
LINC01089 	 440 	 366 	 245 	 397
HPD 	 8 	 2 	 9 	 11
LOC105370035 	 1 	 0 	 0 	 1
PSMD9 	 438 	 405 	 316 	 424
CFAP251 	 736 	 434 	 37 	 16
LOC124903038 	 23 	 49 	 1 	 0
BCL7A 	 358 	 611 	 170 	 114
LINC02985 	 0 	 0 	 0 	 0
MLXIP 	 1675 	 1459 	 559 	 928
LRRC43 	 23 	 12 	 9 	 8
IL31 	 0 	 0 	 0 	 0
B3GNT4 	 17 	 17 	 6 	 10
DIABLO 	 147 	 122 	 135 	 139
LOC101593348 	 10 	 2 	 6 	 4
VPS33A 	 488 	 255 	 626 	 586
CLIP1 	 858 	 615 	 1459 	 1246
CLIP1-AS1 	 1 	 2 	 0 	 0
ZCCHC8 	 729 	 529 	 448 	 499
RSRC2 	 913 	 885 	 663 	 736
KNTC1 	 1269 	 937 	 888 	 1035
MIR9902-1 	 0 	 0 	 0 	 0
HCAR2 	 142 	 67 	 234 	 58
MIR9902-2 	 0 	 0 	 0 	 0
HCAR3 	 38 	 19 	 244 	 51
HCAR1 	 1 	 4 	 4 	 31
DENR 	 1141 	 1109 	 684 	 781
CCDC62 	 56 	 44 	 16 	 15
LOC124903040 	 3 	 0 	 0 	 0
HIP1R 	 1638 	 801 	 681 	 214
LOC124903039 	 16 	 13 	 6 	 2
VPS37B 	 1400 	 1262 	 661 	 587
ABCB9 	 306 	 167 	 66 	 56
OGFOD2 	 390 	 332 	 276 	 349
ARL6IP4 	 613 	 462 	 440 	 532
PITPNM2 	 527 	 410 	 120 	 268
MIR4304 	 0 	 0 	 0 	 0
PITPNM2-AS1 	 4 	 1 	 0 	 0
MPHOSPH9 	 1285 	 1318 	 757 	 1134
MTRFR 	 361 	 152 	 152 	 193
CDK2AP1 	 727 	 513 	 493 	 557
SBNO1 	 1251 	 1179 	 1319 	 1558
MIR8072 	 0 	 0 	 0 	 0
SBNO1-AS1 	 13 	 24 	 6 	 8
KMT5A 	 571 	 490 	 326 	 344
RILPL2 	 626 	 633 	 978 	 880
LOC124903041 	 12 	 5 	 4 	 8
SNRNP35 	 203 	 120 	 210 	 171
RILPL1 	 54 	 74 	 58 	 24
MIR3908 	 0 	 0 	 0 	 0
LOC124903042 	 22 	 11 	 5 	 14
TMED2-DT 	 17 	 33 	 13 	 18
TMED2 	 1455 	 1335 	 1226 	 1457
DDX55 	 548 	 339 	 311 	 436
LOC105370041 	 14 	 12 	 6 	 12
SNORA9B 	 5 	 6 	 0 	 4
EIF2B1 	 805 	 598 	 675 	 678
GTF2H3 	 420 	 422 	 268 	 358
TCTN2 	 122 	 97 	 76 	 109
ATP6V0A2 	 595 	 354 	 455 	 1256
LOC105370042 	 1 	 2 	 2 	 7
DNAH10 	 0 	 1 	 7 	 15
LOC105370044 	 0 	 0 	 0 	 0
LOC124903043 	 0 	 0 	 0 	 0
CCDC92 	 86 	 52 	 169 	 130
ZNF664-RFLNA 	 0 	 0 	 0 	 0
ZNF664 	 1587 	 605 	 1130 	 1348
RFLNA 	 0 	 0 	 0 	 0
NCOR2 	 3418 	 3538 	 2429 	 4458
MIR6880 	 0 	 0 	 0 	 0
LOC124903044 	 1 	 2 	 1 	 1
LOC105370047 	 5 	 12 	 2 	 1
LOC101927436 	 0 	 0 	 0 	 0
LOC124903045 	 0 	 0 	 0 	 0
SCARB1 	 1158 	 789 	 544 	 918
LOC124903046 	 4 	 3 	 1 	 3
LOC105370050 	 3 	 4 	 1 	 3
UBC 	 1529 	 1473 	 1550 	 1450
MIR5188 	 0 	 1 	 0 	 0
TRA-TGC3-2 	 0 	 0 	 0 	 0
TRD-GTC2-9 	 0 	 0 	 0 	 0
TRF-GAA1-4 	 0 	 1 	 0 	 0
TRD-GTC2-10 	 4 	 0 	 1 	 1
TRA-TGC4-1 	 1 	 0 	 1 	 0
DHX37 	 956 	 814 	 648 	 1029
BRI3BP 	 1569 	 654 	 735 	 1093
THRIL 	 0 	 0 	 0 	 0
LOC105370052 	 0 	 0 	 0 	 0
AACS 	 429 	 182 	 286 	 218
LOC105370053 	 0 	 0 	 0 	 0
TMEM132B 	 3 	 1 	 0 	 0
LOC105370054 	 0 	 0 	 0 	 0
LOC107984445 	 0 	 0 	 0 	 0
LOC105370055 	 0 	 0 	 0 	 0
LOC124903047 	 0 	 0 	 0 	 0
LINC00939 	 0 	 0 	 0 	 0
LINC02826 	 0 	 0 	 0 	 0
LOC105370058 	 0 	 0 	 0 	 0
LOC105370056 	 0 	 0 	 0 	 0
LINC02359 	 0 	 0 	 0 	 0
LOC107984447 	 0 	 0 	 0 	 0
