# Program:featureCounts v2.0.1; Command:"featureCounts" "-Q" "10" "-t" "exon" "-g" "gene_id" "-T" "32" "-a" "data/GCF_000001405.40_GRCh38.p14_genomic.gtf" "-o" "8.features/features_count.txt" "7.samtools/SRR14689338_mixed.bam" "7.samtools/SRR14689339_mixed.bam" "7.samtools/SRR14689340_lymphoblastic.bam"  	  	  	  	  	  	 
Geneid 	 7.samtools/SRR14689338_mixed.bam 	 7.samtools/SRR14689339_mixed.bam 	 7.samtools/SRR14689340_lymphoblastic.bam 	  	  	 
KERA 	 0 	 0 	 0 	  	  	 
LUM 	 83 	 3 	 83 	  	  	 
DCN 	 85 	 2 	 109 	  	  	 
LOC124903075 	 0 	 0 	 0 	  	  	 
LOC105369896 	 0 	 0 	 0 	  	  	 
LOC107984544 	 0 	 0 	 0 	  	  	 
LINC02823 	 0 	 0 	 0 	  	  	 
LINC02404 	 1 	 0 	 0 	  	  	 
LOC105369901 	 0 	 4 	 1 	  	  	 
LINC01619 	 10 	 18 	 4 	  	  	 
BTG1 	 1821 	 1595 	 1537 	  	  	 
BTG1-DT 	 8 	 13 	 9 	  	  	 
LINC02391 	 5 	 3 	 5 	  	  	 
LOC105369902 	 0 	 0 	 0 	  	  	 
LOC107984467 	 0 	 0 	 0 	  	  	 
CLLU1-AS1 	 0 	 0 	 0 	  	  	 
CLLU1 	 0 	 0 	 0 	  	  	 
LINC02397 	 8 	 13 	 6 	  	  	 
LOC105369904 	 1 	 7 	 4 	  	  	 
LOC105369905 	 1 	 2 	 1 	  	  	 
LOC124902983 	 0 	 0 	 0 	  	  	 
PLEKHG7 	 0 	 10 	 2 	  	  	 
EEA1 	 607 	 607 	 501 	  	  	 
LOC124902984 	 0 	 0 	 0 	  	  	 
LINC02413 	 1 	 9 	 0 	  	  	 
LOC643339 	 1 	 2 	 4 	  	  	 
LOC105369907 	 0 	 0 	 0 	  	  	 
LOC105369908 	 0 	 1 	 0 	  	  	 
LINC02412 	 0 	 0 	 2 	  	  	 
LOC124903102 	 0 	 0 	 0 	  	  	 
LOC124900325 	 0 	 0 	 0 	  	  	 
LOC124903116 	 0 	 0 	 0 	  	  	 
NUDT4 	 331 	 738 	 644 	  	  	 
UBE2N 	 966 	 835 	 978 	  	  	 
MRPL42 	 526 	 647 	 610 	  	  	 
LOC124902985 	 48 	 29 	 48 	  	  	 
SOCS2-AS1 	 206 	 144 	 278 	  	  	 
SOCS2 	 3173 	 3166 	 3560 	  	  	 
CRADD 	 239 	 714 	 523 	  	  	 
CRADD-AS1 	 7 	 42 	 27 	  	  	 
LOC105369911 	 11 	 31 	 35 	  	  	 
LOC105369912 	 0 	 0 	 0 	  	  	 
LOC105369913 	 0 	 3 	 0 	  	  	 
LOC124902986 	 11 	 4 	 2 	  	  	 
PLXNC1 	 689 	 949 	 431 	  	  	 
LOC124902988 	 0 	 0 	 2 	  	  	 
LOC124902987 	 1 	 2 	 0 	  	  	 
CEP83 	 221 	 286 	 223 	  	  	 
CEP83-DT 	 10 	 7 	 28 	  	  	 
LOC102724960 	 0 	 0 	 0 	  	  	 
MIR5700 	 0 	 0 	 0 	  	  	 
TMCC3 	 204 	 199 	 71 	  	  	 
MIR7844 	 0 	 0 	 0 	  	  	 
LOC105369914 	 5 	 28 	 0 	  	  	 
LOC124902989 	 0 	 0 	 1 	  	  	 
MIR492 	 0 	 0 	 0 	  	  	 
KRT19P2 	 0 	 0 	 0 	  	  	 
LOC105369915 	 2 	 0 	 0 	  	  	 
NDUFA12 	 92 	 48 	 61 	  	  	 
NR2C1 	 310 	 384 	 442 	  	  	 
FGD6 	 197 	 56 	 199 	  	  	 
VEZT 	 775 	 593 	 748 	  	  	 
MIR331 	 2 	 3 	 3 	  	  	 
MIR3685 	 5 	 9 	 9 	  	  	 
LOC105369917 	 0 	 0 	 0 	  	  	 
LOC107984545 	 0 	 0 	 0 	  	  	 
METAP2 	 854 	 857 	 788 	  	  	 
USP44 	 1 	 11 	 5 	  	  	 
PGAM1P5 	 0 	 0 	 0 	  	  	 
NTN4 	 15 	 3 	 11 	  	  	 
LOC105369919 	 0 	 0 	 0 	  	  	 
SNRPF-DT 	 0 	 0 	 0 	  	  	 
LINC02410 	 0 	 0 	 0 	  	  	 
SNRPF 	 188 	 157 	 153 	  	  	 
CCDC38 	 5 	 7 	 5 	  	  	 
AMDHD1 	 13 	 7 	 0 	  	  	 
HAL 	 192 	 117 	 20 	  	  	 
LOC102723340 	 363 	 244 	 69 	  	  	 
LTA4H 	 1241 	 950 	 547 	  	  	 
TRD-GTC2-8 	 0 	 0 	 0 	  	  	 
LOC124902990 	 1 	 0 	 0 	  	  	 
LOC105369923 	 32 	 6 	 31 	  	  	 
LINC02452 	 14 	 0 	 1 	  	  	 
ELK3 	 1872 	 1887 	 3611 	  	  	 
LOC124902991 	 4 	 4 	 20 	  	  	 
CDK17 	 401 	 519 	 486 	  	  	 
CFAP54 	 3 	 1 	 2 	  	  	 
NEDD1 	 353 	 316 	 427 	  	  	 
LOC124902992 	 0 	 0 	 0 	  	  	 
LOC124902993 	 0 	 0 	 0 	  	  	 
LOC105369928 	 0 	 0 	 0 	  	  	 
LOC105369927 	 0 	 0 	 0 	  	  	 
LOC101928912 	 0 	 0 	 0 	  	  	 
LOC105369930 	 0 	 0 	 0 	  	  	 
LINC02409 	 0 	 0 	 0 	  	  	 
RMST 	 0 	 0 	 0 	  	  	 
MIR1251 	 0 	 0 	 0 	  	  	 
MIR135A2 	 0 	 0 	 0 	  	  	 
PAFAH1B2P2 	 0 	 0 	 0 	  	  	 
MIR4495 	 0 	 0 	 0 	  	  	 
MIR4303 	 0 	 0 	 0 	  	  	 
LOC105369932 	 0 	 0 	 1 	  	  	 
LOC105369933 	 1 	 1 	 1 	  	  	 
SLC9A7P1 	 48 	 7 	 7 	  	  	 
LOC124902994 	 0 	 0 	 0 	  	  	 
LINC02453 	 1 	 10 	 9 	  	  	 
TRD-GTC1-1 	 0 	 0 	 0 	  	  	 
TRW-CCA4-1 	 0 	 0 	 0 	  	  	 
TMPO-AS1 	 108 	 60 	 342 	  	  	 
TMPO 	 2577 	 1659 	 4167 	  	  	 
SLC25A3 	 1425 	 1455 	 1401 	  	  	 
SNORA53 	 4 	 14 	 8 	  	  	 
IKBIP 	 234 	 279 	 398 	  	  	 
APAF1 	 1415 	 1101 	 935 	  	  	 
ANKS1B 	 0 	 7 	 9 	  	  	 
LOC101928937 	 0 	 0 	 1 	  	  	 
GARIN6 	 0 	 0 	 0 	  	  	 
UHRF1BP1L 	 462 	 430 	 200 	  	  	 
GOLGA2P5 	 185 	 147 	 695 	  	  	 
MIR1827 	 0 	 0 	 0 	  	  	 
ACTR6 	 217 	 206 	 220 	  	  	 
DEPDC4 	 41 	 31 	 24 	  	  	 
SCYL2 	 914 	 671 	 648 	  	  	 
SLC17A8 	 0 	 0 	 0 	  	  	 
LOC124903108 	 0 	 0 	 0 	  	  	 
NR1H4 	 0 	 0 	 0 	  	  	 
GAS2L3 	 30 	 84 	 349 	  	  	 
ANO4 	 1 	 0 	 0 	  	  	 
SLC5A8 	 0 	 0 	 0 	  	  	 
UTP20 	 381 	 561 	 602 	  	  	 
LOC124903119 	 0 	 0 	 0 	  	  	 
ARL1 	 462 	 410 	 503 	  	  	 
SPIC 	 0 	 0 	 11 	  	  	 
LOC105369935 	 0 	 0 	 1 	  	  	 
MYBPC1 	 0 	 0 	 0 	  	  	 
LOC105369938 	 0 	 0 	 0 	  	  	 
LOC105369937 	 0 	 0 	 0 	  	  	 
LOC124902996 	 0 	 0 	 0 	  	  	 
CHPT1 	 256 	 253 	 287 	  	  	 
SYCP3 	 7 	 4 	 6 	  	  	 
LOC124902997 	 6 	 6 	 14 	  	  	 
GNPTAB 	 2375 	 1418 	 978 	  	  	 
LOC124903105 	 0 	 0 	 0 	  	  	 
DRAM1 	 584 	 547 	 593 	  	  	 
LOC107984548 	 0 	 1 	 0 	  	  	 
WASHC3 	 76 	 87 	 92 	  	  	 
NUP37 	 189 	 138 	 134 	  	  	 
PARPBP 	 126 	 87 	 146 	  	  	 
PMCH 	 0 	 1 	 0 	  	  	 
LOC124902998 	 11 	 12 	 15 	  	  	 
LINC02456 	 0 	 0 	 0 	  	  	 
IGF1 	 7 	 1 	 22 	  	  	 
LINC00485 	 0 	 0 	 0 	  	  	 
PAH 	 0 	 0 	 0 	  	  	 
LOC124902999 	 0 	 0 	 0 	  	  	 
LOC112267865 	 0 	 0 	 0 	  	  	 
ASCL1 	 0 	 0 	 0 	  	  	 
C12orf42 	 6 	 33 	 8 	  	  	 
LOC124903096 	 0 	 0 	 0 	  	  	 
C12orf42-AS1 	 0 	 0 	 0 	  	  	 
LOC105369945 	 0 	 0 	 0 	  	  	 
LINC02401 	 0 	 0 	 0 	  	  	 
STAB2 	 1802 	 8 	 20 	  	  	 
LOC124900318 	 0 	 0 	 0 	  	  	 
LOC105369946 	 4 	 0 	 0 	  	  	 
LOC124903106 	 1 	 0 	 0 	  	  	 
NT5DC3 	 243 	 288 	 166 	  	  	 
LOC124903000 	 0 	 0 	 0 	  	  	 
LOC107984433 	 0 	 4 	 3 	  	  	 
TTC41P 	 10 	 4 	 7 	  	  	 
LOC124903001 	 1 	 2 	 0 	  	  	 
HSP90B1 	 2116 	 1919 	 2091 	  	  	 
MIR3652 	 0 	 0 	 0 	  	  	 
C12orf73 	 82 	 90 	 100 	  	  	 
TDG 	 596 	 534 	 605 	  	  	 
GLT8D2 	 8 	 38 	 13 	  	  	 
HCFC2 	 231 	 213 	 295 	  	  	 
NFYB 	 301 	 319 	 383 	  	  	 
LOC105369947 	 0 	 0 	 1 	  	  	 
LINC02385 	 0 	 0 	 0 	  	  	 
TXNRD1 	 1542 	 1245 	 923 	  	  	 
LOC124903002 	 4 	 0 	 0 	  	  	 
EID3 	 22 	 61 	 20 	  	  	 
LOC105369949 	 0 	 1 	 1 	  	  	 
LOC124903003 	 1 	 0 	 0 	  	  	 
CHST11 	 1777 	 2765 	 1039 	  	  	 
MIR3922 	 0 	 0 	 0 	  	  	 
SLC41A2 	 16 	 62 	 6 	  	  	 
LOC105369952 	 0 	 0 	 1 	  	  	 
NOPCHAP1 	 198 	 382 	 288 	  	  	 
ALDH1L2 	 33 	 31 	 18 	  	  	 
LOC124903005 	 0 	 1 	 0 	  	  	 
LOC414300 	 3 	 1 	 0 	  	  	 
WASHC4 	 2191 	 2052 	 1707 	  	  	 
APPL2 	 366 	 652 	 423 	  	  	 
C12orf75-AS1 	 2 	 2 	 0 	  	  	 
C12orf75 	 210 	 200 	 38 	  	  	 
LOC105369957 	 30 	 24 	 3 	  	  	 
LOC105369956 	 0 	 0 	 0 	  	  	 
LOC105369955 	 0 	 0 	 0 	  	  	 
LOC105369958 	 5 	 4 	 1 	  	  	 
LOC124903006 	 3 	 2 	 0 	  	  	 
CASC18 	 0 	 0 	 0 	  	  	 
LOC105369959 	 0 	 0 	 0 	  	  	 
LOC107984435 	 0 	 0 	 0 	  	  	 
LOC105369960 	 0 	 0 	 0 	  	  	 
NUAK1 	 14 	 54 	 19 	  	  	 
LOC124903007 	 0 	 0 	 0 	  	  	 
CKAP4 	 1612 	 1018 	 1332 	  	  	 
LOC124903008 	 12 	 11 	 37 	  	  	 
TCP11L2 	 410 	 392 	 463 	  	  	 
POLR3B 	 183 	 108 	 160 	  	  	 
LOC100287944 	 1 	 1 	 0 	  	  	 
RFX4 	 0 	 0 	 1 	  	  	 
LOC100505978 	 0 	 0 	 0 	  	  	 
RIC8B 	 290 	 246 	 409 	  	  	 
LOC105369961 	 3 	 0 	 2 	  	  	 
TMEM263 	 1103 	 640 	 1198 	  	  	 
MTERF2 	 135 	 182 	 221 	  	  	 
CRY1 	 412 	 490 	 585 	  	  	 
LOC124903009 	 0 	 1 	 0 	  	  	 
BTBD11 	 145 	 76 	 130 	  	  	 
LOC124900324 	 0 	 0 	 0 	  	  	 
PWP1 	 516 	 560 	 497 	  	  	 
LOC124903010 	 0 	 0 	 0 	  	  	 
PRDM4 	 466 	 669 	 409 	  	  	 
PRDM4-AS1 	 3 	 14 	 6 	  	  	 
ASCL4 	 0 	 0 	 0 	  	  	 
LOC105369963 	 0 	 0 	 0 	  	  	 
LOC728739 	 2 	 0 	 1 	  	  	 
LOC105369964 	 0 	 0 	 0 	  	  	 
WSCD2 	 0 	 2 	 0 	  	  	 
LOC124903076 	 0 	 0 	 0 	  	  	 
LOC105369965 	 0 	 0 	 0 	  	  	 
LOC124903077 	 0 	 0 	 0 	  	  	 
LOC124903078 	 0 	 0 	 0 	  	  	 
CMKLR1 	 160 	 100 	 163 	  	  	 
LINC01498 	 0 	 0 	 0 	  	  	 
FICD 	 65 	 53 	 122 	  	  	 
SART3 	 888 	 1017 	 1299 	  	  	 
ISCU 	 443 	 586 	 464 	  	  	 
TMEM119 	 23 	 11 	 29 	  	  	 
SELPLG 	 1207 	 1483 	 354 	  	  	 
LOC105369968 	 20 	 23 	 13 	  	  	 
MIR4496 	 0 	 0 	 0 	  	  	 
CORO1C 	 1060 	 900 	 461 	  	  	 
LOC105369969 	 3 	 0 	 0 	  	  	 
LOC124900333 	 0 	 0 	 0 	  	  	 
SSH1 	 950 	 1446 	 611 	  	  	 
LOC101929204 	 8 	 1 	 7 	  	  	 
MIR619 	 0 	 0 	 0 	  	  	 
DAO 	 0 	 0 	 0 	  	  	 
LOC124903011 	 0 	 0 	 0 	  	  	 
SVOP 	 0 	 0 	 0 	  	  	 
LOC105378256 	 0 	 0 	 0 	  	  	 
USP30 	 165 	 248 	 252 	  	  	 
USP30-AS1 	 29 	 16 	 16 	  	  	 
ALKBH2 	 100 	 143 	 129 	  	  	 
UNG 	 679 	 574 	 1128 	  	  	 
ACACB 	 247 	 197 	 455 	  	  	 
LOC105369974 	 3 	 0 	 15 	  	  	 
FOXN4 	 0 	 0 	 0 	  	  	 
MYO1H 	 0 	 5 	 5 	  	  	 
LINC01486 	 0 	 0 	 0 	  	  	 
KCTD10 	 717 	 850 	 846 	  	  	 
UBE3B 	 760 	 1159 	 1193 	  	  	 
MMAB 	 89 	 150 	 99 	  	  	 
MVK 	 63 	 80 	 73 	  	  	 
FAM222A 	 16 	 19 	 20 	  	  	 
FAM222A-AS1 	 0 	 0 	 0 	  	  	 
TRPV4 	 30 	 1 	 8 	  	  	 
MIR4497 	 0 	 0 	 0 	  	  	 
LOC105369975 	 6 	 3 	 2 	  	  	 
GLTP 	 584 	 505 	 449 	  	  	 
TCHP 	 425 	 448 	 701 	  	  	 
LOC124903012 	 0 	 1 	 1 	  	  	 
GIT2 	 1903 	 1670 	 1847 	  	  	 
LOC124903013 	 3 	 1 	 5 	  	  	 
ANKRD13A 	 1653 	 1424 	 1210 	  	  	 
C12orf76 	 235 	 156 	 238 	  	  	 
LOC105369976 	 0 	 0 	 0 	  	  	 
IFT81 	 86 	 97 	 141 	  	  	 
ATP2A2 	 2043 	 2738 	 2940 	  	  	 
LOC124903014 	 1 	 7 	 11 	  	  	 
ANAPC7 	 666 	 719 	 1073 	  	  	 
ARPC3 	 318 	 268 	 279 	  	  	 
GPN3 	 248 	 213 	 239 	  	  	 
FAM216A 	 237 	 279 	 300 	  	  	 
LOC124903016 	 5 	 7 	 9 	  	  	 
VPS29 	 476 	 323 	 416 	  	  	 
LOC124903015 	 240 	 184 	 196 	  	  	 
LOC124903099 	 0 	 0 	 0 	  	  	 
RAD9B 	 34 	 36 	 70 	  	  	 
PPTC7 	 885 	 1174 	 596 	  	  	 
TCTN1 	 23 	 89 	 51 	  	  	 
HVCN1 	 150 	 333 	 204 	  	  	 
LOC124903017 	 14 	 42 	 22 	  	  	 
PPP1CC 	 1318 	 1462 	 1405 	  	  	 
CCDC63 	 0 	 0 	 0 	  	  	 
MYL2 	 0 	 0 	 0 	  	  	 
LINC01405 	 0 	 0 	 0 	  	  	 
LINC01404 	 0 	 0 	 0 	  	  	 
LOC105369981 	 0 	 0 	 0 	  	  	 
CUX2 	 71 	 86 	 0 	  	  	 
LOC124903018 	 0 	 1 	 0 	  	  	 
LOC105369983 	 0 	 0 	 0 	  	  	 
MIR6760 	 0 	 0 	 0 	  	  	 
PHETA1 	 200 	 416 	 286 	  	  	 
LINC02356 	 2 	 3 	 1 	  	  	 
SH2B3 	 2274 	 2748 	 2201 	  	  	 
LOC124903019 	 295 	 454 	 200 	  	  	 
ATXN2 	 478 	 541 	 659 	  	  	 
LOC124903094 	 0 	 0 	 0 	  	  	 
ATXN2-AS 	 3 	 3 	 4 	  	  	 
BRAP 	 339 	 448 	 456 	  	  	 
LOC124903020 	 1 	 1 	 3 	  	  	 
ACAD10 	 367 	 635 	 599 	  	  	 
ALDH2 	 898 	 392 	 191 	  	  	 
MIR6761 	 0 	 0 	 0 	  	  	 
MAPKAPK5-AS1 	 208 	 230 	 172 	  	  	 
MAPKAPK5 	 486 	 709 	 753 	  	  	 
TMEM116 	 22 	 47 	 109 	  	  	 
ERP29 	 710 	 708 	 855 	  	  	 
LOC124903021 	 38 	 135 	 133 	  	  	 
NAA25 	 413 	 785 	 550 	  	  	 
MIR3657 	 1 	 2 	 1 	  	  	 
LOC124903022 	 1 	 0 	 4 	  	  	 
TRAFD1 	 938 	 776 	 777 	  	  	 
HECTD4 	 2638 	 2604 	 2626 	  	  	 
MIR6861 	 0 	 0 	 0 	  	  	 
RPL6 	 274 	 259 	 249 	  	  	 
PTPN11 	 2367 	 2250 	 1844 	  	  	 
LOC124903023 	 0 	 1 	 0 	  	  	 
LOC124903024 	 2 	 2 	 1 	  	  	 
RPH3A 	 15 	 63 	 6 	  	  	 
MIR1302-1 	 0 	 0 	 0 	  	  	 
OAS1 	 449 	 304 	 458 	  	  	 
OAS3 	 1957 	 900 	 1936 	  	  	 
OAS2 	 1120 	 921 	 1239 	  	  	 
DTX1 	 32 	 87 	 396 	  	  	 
RASAL1 	 8 	 1 	 4 	  	  	 
CFAP73 	 4 	 4 	 2 	  	  	 
DDX54 	 761 	 939 	 788 	  	  	 
MIR7106 	 0 	 0 	 0 	  	  	 
RITA1 	 240 	 236 	 355 	  	  	 
IQCD 	 7 	 12 	 25 	  	  	 
TPCN1 	 500 	 2083 	 2093 	  	  	 
MIR6762 	 1 	 2 	 1 	  	  	 
SLC8B1 	 952 	 568 	 686 	  	  	 
LOC105369989 	 0 	 0 	 0 	  	  	 
PLBD2 	 334 	 419 	 395 	  	  	 
SDS 	 10 	 2 	 1 	  	  	 
SDSL 	 32 	 18 	 85 	  	  	 
LHX5 	 0 	 0 	 0 	  	  	 
LHX5-AS1 	 0 	 0 	 0 	  	  	 
LOC105369990 	 0 	 0 	 0 	  	  	 
LOC105369991 	 0 	 0 	 0 	  	  	 
LINC01234 	 0 	 1 	 0 	  	  	 
RBM19 	 730 	 1068 	 837 	  	  	 
LOC124903025 	 6 	 1 	 0 	  	  	 
LOC105369993 	 0 	 0 	 0 	  	  	 
LOC105369994 	 0 	 0 	 0 	  	  	 
LOC105369995 	 0 	 0 	 0 	  	  	 
LINC02459 	 0 	 0 	 0 	  	  	 
TBX5 	 1 	 0 	 1 	  	  	 
TBX5-AS1 	 0 	 0 	 0 	  	  	 
LOC105369998 	 0 	 0 	 0 	  	  	 
LOC124903026 	 0 	 0 	 0 	  	  	 
TBX3 	 2 	 0 	 3 	  	  	 
TBX3-AS1 	 0 	 0 	 0 	  	  	 
LOC105369999 	 0 	 0 	 0 	  	  	 
LOC124900329 	 0 	 0 	 0 	  	  	 
LOC124903079 	 0 	 0 	 0 	  	  	 
LOC124903080 	 0 	 0 	 0 	  	  	 
LOC102723639 	 0 	 0 	 0 	  	  	 
LOC124903081 	 0 	 0 	 0 	  	  	 
LOC124903082 	 0 	 0 	 0 	  	  	 
LOC105370003 	 0 	 0 	 0 	  	  	 
LOC105370002 	 0 	 0 	 0 	  	  	 
LINC02463 	 1 	 0 	 0 	  	  	 
LOC124900323 	 0 	 0 	 0 	  	  	 
MED13L 	 5753 	 4351 	 3498 	  	  	 
MIR620 	 0 	 0 	 0 	  	  	 
LOC105370005 	 0 	 0 	 0 	  	  	 
MIR4472-2 	 0 	 0 	 0 	  	  	 
LOC105370007 	 1 	 0 	 1 	  	  	 
LOC105370008 	 0 	 0 	 0 	  	  	 
LINC02457 	 163 	 11 	 13 	  	  	 
LINC00173 	 43 	 42 	 13 	  	  	 
MAP1LC3B2 	 23 	 17 	 19 	  	  	 
LOC124903028 	 29 	 57 	 24 	  	  	 
LOC124903027 	 25 	 190 	 6 	  	  	 
SPRING1 	 659 	 727 	 888 	  	  	 
RNFT2 	 4 	 81 	 33 	  	  	 
HRK 	 111 	 49 	 8 	  	  	 
FBXW8 	 384 	 502 	 499 	  	  	 
LOC100506551 	 1 	 3 	 6 	  	  	 
TESC 	 190 	 137 	 62 	  	  	 
TESC-AS1 	 0 	 0 	 0 	  	  	 
LOC105370010 	 0 	 0 	 3 	  	  	 
FBXO21 	 416 	 753 	 621 	  	  	 
NOS1 	 0 	 1 	 0 	  	  	 
KSR2 	 2 	 1 	 14 	  	  	 
LOC105370012 	 0 	 0 	 0 	  	  	 
LOC105370011 	 0 	 0 	 0 	  	  	 
RFC5 	 393 	 232 	 647 	  	  	 
WSB2 	 378 	 266 	 312 	  	  	 
LOC124903030 	 20 	 6 	 29 	  	  	 
VSIG10 	 746 	 642 	 1803 	  	  	 
LOC124903029 	 74 	 28 	 79 	  	  	 
LOC101928274 	 48 	 48 	 47 	  	  	 
PEBP1 	 913 	 990 	 914 	  	  	 
TAOK3 	 1280 	 932 	 672 	  	  	 
LOC124903031 	 2 	 0 	 3 	  	  	 
SUDS3 	 890 	 895 	 1127 	  	  	 
LINC02460 	 0 	 0 	 0 	  	  	 
LINC02423 	 0 	 0 	 0 	  	  	 
LINC02440 	 0 	 0 	 0 	  	  	 
LOC105370017 	 0 	 0 	 0 	  	  	 
LOC107984472 	 0 	 0 	 0 	  	  	 
LINC02439 	 0 	 0 	 0 	  	  	 
LOC105370018 	 0 	 0 	 0 	  	  	 
LOC105370019 	 0 	 0 	 0 	  	  	 
LOC124900328 	 0 	 0 	 0 	  	  	 
LOC105370020 	 0 	 0 	 0 	  	  	 
SRRM4 	 0 	 0 	 0 	  	  	 
LOC105370022 	 0 	 0 	 0 	  	  	 
LOC105370021 	 0 	 0 	 0 	  	  	 
LOC112268101 	 0 	 0 	 0 	  	  	 
LOC105370024 	 0 	 0 	 0 	  	  	 
HSPB8 	 1 	 5 	 10 	  	  	 
LOC107984440 	 0 	 0 	 0 	  	  	 
LOC105370026 	 0 	 0 	 0 	  	  	 
LOC105370025 	 0 	 0 	 0 	  	  	 
LOC124903032 	 0 	 0 	 0 	  	  	 
LINC00934 	 0 	 0 	 0 	  	  	 
CCDC60 	 0 	 0 	 1 	  	  	 
LOC105370027 	 0 	 0 	 2 	  	  	 
TMEM233 	 1 	 0 	 4 	  	  	 
PRKAB1 	 413 	 395 	 470 	  	  	 
LOC124903033 	 27 	 31 	 26 	  	  	 
CIT 	 504 	 562 	 1062 	  	  	 
MIR1178 	 0 	 0 	 0 	  	  	 
LOC112268087 	 0 	 0 	 0 	  	  	 
BICDL1 	 40 	 316 	 69 	  	  	 
LOC124903114 	 0 	 0 	 0 	  	  	 
RAB35 	 623 	 740 	 841 	  	  	 
GCN1 	 2782 	 3411 	 3169 	  	  	 
MIR4498 	 0 	 0 	 0 	  	  	 
RPLP0 	 511 	 742 	 544 	  	  	 
PXN-AS1 	 16 	 22 	 6 	  	  	 
PXN 	 1806 	 2255 	 1011 	  	  	 
LOC124903034 	 115 	 205 	 52 	  	  	 
RNU4-2 	 0 	 0 	 0 	  	  	 
SIRT4 	 13 	 4 	 24 	  	  	 
RNU4-1 	 0 	 0 	 0 	  	  	 
PLA2G1B 	 5 	 0 	 0 	  	  	 
MSI1 	 0 	 0 	 0 	  	  	 
COX6A1 	 114 	 115 	 107 	  	  	 
TRIAP1 	 270 	 268 	 288 	  	  	 
GATC 	 573 	 666 	 649 	  	  	 
SRSF9 	 442 	 422 	 429 	  	  	 
DYNLL1 	 463 	 405 	 613 	  	  	 
NRAV 	 43 	 43 	 90 	  	  	 
COQ5 	 296 	 334 	 416 	  	  	 
RNF10 	 1878 	 2259 	 1794 	  	  	 
POP5 	 174 	 158 	 219 	  	  	 
CABP1-DT 	 0 	 0 	 0 	  	  	 
CABP1 	 12 	 1 	 5 	  	  	 
LOC105370029 	 0 	 0 	 0 	  	  	 
MLEC 	 2605 	 2413 	 2657 	  	  	 
LOC124903035 	 27 	 54 	 33 	  	  	 
LOC124903036 	 1 	 0 	 0 	  	  	 
UNC119B 	 1149 	 1081 	 991 	  	  	 
MIR4700 	 0 	 0 	 0 	  	  	 
ACADS 	 233 	 186 	 215 	  	  	 
SPPL3 	 424 	 552 	 562 	  	  	 
XLOC_009911 	 0 	 1 	 0 	  	  	 
HNF1A-AS1 	 1 	 0 	 0 	  	  	 
HNF1A 	 0 	 0 	 0 	  	  	 
C12orf43 	 247 	 171 	 194 	  	  	 
OASL 	 106 	 151 	 16 	  	  	 
LOC105378258 	 0 	 0 	 3 	  	  	 
LOC105370031 	 0 	 2 	 9 	  	  	 
LOC124900320 	 0 	 0 	 0 	  	  	 
LOC105370030 	 1 	 0 	 0 	  	  	 
LOC105370032 	 1 	 1 	 5 	  	  	 
P2RX7 	 266 	 196 	 54 	  	  	 
P2RX4 	 207 	 163 	 204 	  	  	 
CAMKK2 	 1957 	 2188 	 1622 	  	  	 
ANAPC5 	 1099 	 1094 	 1322 	  	  	 
LOC124903037 	 0 	 1 	 1 	  	  	 
RNF34 	 309 	 360 	 527 	  	  	 
KDM2B 	 1590 	 1853 	 1999 	  	  	 
MIR7107 	 2 	 3 	 4 	  	  	 
KDM2B-DT 	 6 	 2 	 3 	  	  	 
ORAI1 	 0 	 0 	 1 	  	  	 
MORN3 	 3 	 7 	 8 	  	  	 
LOC105370034 	 7 	 9 	 5 	  	  	 
TMEM120B 	 181 	 426 	 321 	  	  	 
RHOF 	 84 	 80 	 45 	  	  	 
SETD1B 	 1575 	 1800 	 1285 	  	  	 
LINC01089 	 433 	 434 	 440 	  	  	 
HPD 	 5 	 5 	 8 	  	  	 
LOC105370035 	 1 	 0 	 1 	  	  	 
PSMD9 	 466 	 426 	 438 	  	  	 
CFAP251 	 120 	 460 	 736 	  	  	 
LOC124903038 	 4 	 6 	 23 	  	  	 
BCL7A 	 437 	 228 	 358 	  	  	 
LINC02985 	 0 	 0 	 0 	  	  	 
MLXIP 	 956 	 1039 	 1675 	  	  	 
LRRC43 	 12 	 28 	 23 	  	  	 
IL31 	 0 	 0 	 0 	  	  	 
B3GNT4 	 4 	 22 	 17 	  	  	 
DIABLO 	 164 	 166 	 147 	  	  	 
LOC101593348 	 1 	 9 	 10 	  	  	 
VPS33A 	 468 	 624 	 488 	  	  	 
CLIP1 	 1051 	 1134 	 858 	  	  	 
CLIP1-AS1 	 0 	 0 	 1 	  	  	 
ZCCHC8 	 367 	 356 	 729 	  	  	 
RSRC2 	 705 	 775 	 913 	  	  	 
KNTC1 	 680 	 538 	 1269 	  	  	 
MIR9902-1 	 0 	 0 	 0 	  	  	 
HCAR2 	 175 	 255 	 142 	  	  	 
MIR9902-2 	 0 	 1 	 0 	  	  	 
HCAR3 	 123 	 208 	 38 	  	  	 
HCAR1 	 11 	 2 	 1 	  	  	 
DENR 	 1003 	 902 	 1141 	  	  	 
CCDC62 	 53 	 24 	 56 	  	  	 
LOC124903040 	 1 	 0 	 3 	  	  	 
HIP1R 	 1117 	 1169 	 1638 	  	  	 
LOC124903039 	 4 	 12 	 16 	  	  	 
VPS37B 	 1029 	 812 	 1400 	  	  	 
ABCB9 	 114 	 131 	 306 	  	  	 
OGFOD2 	 293 	 256 	 390 	  	  	 
